FRASE
el acceso a este congelador está limitado de alguna manera
la novia y el novio sonríen felizmente mientras posan juntos
la obra de arte con un pez cuelga del techo
la oveja bebé está debajo de la oveja más grande
la pandilla de motociclistas está conduciendo hoy en la ciudad
la pantalla de televisión está en el techo del edificio
la pareja camina bajo la lluvia con el paraguas levantado
la pareja camina por la acera mojada con un paraguas
la pareja está montando el elefante junto al agua afuera
la pareja está sentada en el garaje con su perro
la pareja sonríe mientras ella tira juguetonamente de su corbata
la parte delantera de un autobús de un diseño antiguo
la parte delantera de un autobús detrás de una valla
la parte delantera de un automóvil estacionado en un parquímetro
la parte delantera de un coche aparcado en una casa
la parte delantera de un coche está tocando el parquímetro
la parte delantera de un tren blanco de aspecto futurista
la parte inferior de un avión mientras vuela por encima
la parte inferior de un avión volando en el cielo
la parte inferior de un helicóptero volando en el cielo
la parte superior de un edificio con un reloj encima
la parte trasera de tres cebras diferentes en la naturaleza
la parte trasera de un avión sentado en una pista
la parte trasera de un coche en un camino nevado
la parte trasera de un iphone frente a un escritorio
la parte trasera de un perro sentado en una silla
la parte trasera de un tren bajando por las vías
la patineta se voltea cuando un ciclista salta hacia arriba
la persona camina por la playa con el paraguas levantado
la persona con el paraguas se aleja de la escena
la persona con la camisa teñida está eligiendo un asiento
la persona con la paleta está esperando que algo caiga
la persona con un gran abrigo rojo sostiene un paraguas
la persona con un traje de neopreno negro está surfeando
la persona de la motocicleta está montando en la ladera
la persona en la motocicleta tenía puesto un casco grande
la persona en un delantal está arreglando cajas de fruta
la persona está de pie en las maletas de equipaje
la persona está en el agua debajo de una ola
la persona está en esquís de nieve en la montaña
la persona está esquiando cuesta abajo y afuera hay niebla
la persona está esquiando por la ladera de la montaña
la persona está esquiando por la montaña cubierta de nieve
la persona está mirando una pantalla en su computadora portátil
la persona está montando una motocicleta alrededor de una esquina
la persona está sentada en la cama viendo la televisión
la persona está surfeando a través de una gran ola
la persona está usando su pie para descargar el inodoro
la persona está volando un equipo en el campo vacío
la persona extiende sus apéndices mientras salta sobre la patineta
la persona que sostiene el paraguas camina hacia el edificio
la persona se está tomando una foto en el baño
la persona sostiene sus bastones mientras esquía por una pendiente
la persona sostiene un par de tijeras de color verde
la persona sostiene un perrito caliente envuelto en una servilleta
la persona sostiene una espátula sobre un plato de comida
la persona viaja en la parte trasera del camión multicolor
la persona y su perro están surfeando en las olas
la pintura es de un hombre estudiando en su computadora
la pizza con muchas verduras está dentro de una caja
la pizza de chocolate está cubierta con rodajas de plátano
la pizza de masa gruesa está en una bandeja metálica
la pizza de pan francés acaba de salir del horno
la pizza de queso era muy pequeña y ligeramente quemada
la pizza de tamaño personal tiene aceitunas negras y salchicha
la pizza de tamaño personal tiene pepperoni y aceitunas negras
la pizza en la caja está lista para ser consumida
la pizza en la caja necesita ser cortada en pedazos
la pizza en la caja se divide en cuatro rebanadas
la pizza está al lado de un plato de comida
la pizza está en el plato y lista para comer
la pizza está lista en la mesa para ser comida
la pizza está sentada en un plato con un tenedor
la pizza personal está cubierta con aceitunas negras y anchoas
la pizza que se ha cocinado está en una sartén
la pizza se sienta en un plato sobre la mesa
la pizza sin cocer está sobre la rejilla del horno
la planta en maceta está al lado de tres figuritas
la playa está llena de gente que espera a alguien
la porcelana fina permanece en exhibición para no ser tocada
la portada de una revista con dos niñas en ella
la primera foto esta en blanco no hay nada aqui
la puerta corrediza de metal tiene un teléfono celular pintado
la puerta de un armario está abierta con toallas dentro
la puerta de un baño se abre con un retrete
la puerta del baño está abierta con la luz encendida
la puerta del baño tiene tres paneles de vidrio esmerilado
la puerta del frigorífico está abierta y hay muchos huevos
la puerta está abierta a un viejo refrigerador modestamente abastecido
la puerta principal está abierta y el gato está mirando
la ropa cuelga de una cuerda encima de la cama
la ropa se arroja desplegada en la bolsa de equipaje
la sala de estar contemporánea tiene líneas y muebles limpios
la sala de estar en realidad presenta varios colores diferentes
la sala de estar está decorada en un estilo contemporáneo
la sala de estar está limpia y lista para usar
la sala de estar está limpia y lista para usarse
la sala de estar está muy bien limpia y organizada
la sala de estar ha sido actualizada con muebles modernos
la sala de estar tiene dos sofás grandes en ella
la sala de estar tiene dos sofás y un sillón
la sala de estar tiene una gran vitrina en ella
la sala de estar y la cocina de una casa
la sala tiene una estufa antigua y piso de madera
la sección de entrega de equipaje de un puerto aéreo
la señal de alto dice deja de preocuparte por eso
la señal de alto se encuentra en una zona industrial
la señal de alto tiene dos señales de tráfico encima
la señal de estacionamiento privado ha sido guardada por alguien
la señal de parada electrónica brilla intensamente por la noche
la señal de stop indica que no pase ningún vehículo
la señal de tráfico electrónica sobre la calle es roja
la señal de tráfico electrónica tiene dos flechas en ella
la señora de la camiseta rosa estaba jugando al tenis
la silueta es una nieve más ancha deslizándose cuesta abajo
la sombra de un hombre frente al equipo de iluminación
la tabla de snowboard sujeta el borde de la tienda
la tabla de surf vacía está flotando sobre una ola
la tableta está al lado de un par de tijeras
la talla de madera es un pájaro en una extremidad
la tapa tiene una flor copa de vino y candelabro
la taza tiene algunas cosas marrones y una cuchara dentro
la tela a rayas de tigre cuelga de una línea
la televisión está en un soporte de televisión de madera
la tenista con un vestido deportivo rosa sostiene su raqueta
la tenista mira mientras espera el saque de la pelota
la torre de la ciudad tiene un reloj en ella
la torre de la iglesia tiene un reloj en ella
la torre de un edificio con un reloj en él
la torre del reloj está en el centro del edificio
la torre del reloj está en medio de la calle
la torre tiene un reloj exhibido para decir la hora
la vaca cruza el arroyo para llegar al otro lado
la vaca está arrodillada en la hierba detrás del hombre
la vaca está tirada en la hierba con tres terneros
la vaca grande está pastando en el campo de hierba
la vela encendida tiene la forma de un pequeño elefante
la vela está al lado del jarrón sobre la mesa
la ventana de este baño está abierta cerca del lavabo
la ventana de un baño está cubierta con persianas rojas
la vía del tren modelo tiene muchos vagones de tren
la vista aérea de esta ciudad muestra muchos edificios altos
la vista de dos vacas con vistas a las montañas
la vista de los teleadictos de la sala de estar
la vista de un área metropolitana detrás de muchos autobuses
la vista de un baño grande con walk in closet
la vista de un barrio residencial con abundancia de árboles
la vista de un cartel de bienvenida en un autobús
la vista de un estacionamiento de la empresa y parquímetros
la vista de un lavabo y un espejo del baño
la vista de una acera vacía en un bonito día
la vista de una estación de tren y algunas vías
la vista de una jirafa a través de alguna vegetación
la vista de una jirafa frente a un árbol verde
la vista de una línea de tren en una ciudad
la vista de una pista de aeropuerto desde la distancia
la vista de una sala de estar desde un dormitorio
la vista del exterior desde el interior de un tren
la vista del lavabo de la ducha y el toallero
la vista del ojo muestra una vista única del skater
la vista desde debajo de un avión que está despegando
la vista desde el asiento de un avión en vuelo
la vista desde un tren en las vías del tren
la vista desde un vehículo que viaja por una carretera
la vista desde una plataforma en una estación de tren
la vista exterior está borrosa a través de la ventana
la vista frontal de la estufa construida dentro del mostrador
la vista frontal de un avión comercial en un aeropuerto
la vista inferior de un avión volando en el aire
la vista por la ventana de un tren de pasajeros
la vista trasera de un avión en un día soleado
la vista trasera de un par de jinetes a caballo
la vitrina de cristal contiene varios jarrones de diferentes tamaños
la vitrina está llena de donuts con glaseado de colores
la vitrina tiene dos niveles de varios pasteles en ella
lago o playa fluvial con avión en aguas poco profundas
lanza la pelota de béisbol hacia el bateador que espera
lanzador y primera base durante un juego con mucha gente
larga calle de la ciudad con montañas en el horizonte
larga fila de motocicletas cerca del borde de un edificio
larga fila de motociclistas pasando autos estacionados en la carretera
larga mesa de comedor llena de gente vestida de gala
largas mesas llenas de cajas de pizza y gente sirviéndose
largo tren de pasajeros bajando por las vías del tren
las aguas del río están tranquilas debajo de un puente
las aguas tranquilas sirven de atracadero para los barcos bananeros
las bananas se venden baratas en un mercado de agricultores
las banderas ondean bajo el reloj y la torre iluminados
las bicicletas están alineadas en la tienda en el piso
las bicicletas están siendo transportadas en un vagón de metro
las cabras están en el campo pastando en la hierba
las cabras juegan en la hierba mientras los espectadores observan
las cajas altas están apiladas en una acera marrón afuera
las camisas de vestir están dobladas y combinadas con corbatas
las cáscaras de plátano están siendo recogidas por pájaros amarillos
las cebras buscan cualquier cosa en la hierba para comer
las cebras comienzan a dirigirse hacia su fuente de agua
las cebras están afuera bajo el arcoíris en el cielo
las cebras están detrás de la cerca en el zoológico
las cebras están junto al agua con los otros animales
las cebras están paradas una al lado de la otra
las cebras están pastando en la hierba en el campo
las cebras pastan en la hierba junto a un coche
las cebras pastan en las llanuras con árboles al fondo
las cebras siguen a los autos en busca de comida
las cebras socializan en unas rocas en un hábitat artificial
las cebras y las jirafas están corriendo arrojaron los campos
las cebras y otros animales están parados en la cerca
las chicas están juntas en la mesa haciendo pizza juntas
las chicas están posando para una foto en el autobús
las cometas vuelan sin gente visible sobre un campo verde
las cometas vuelan sobre la hierba en un día despejado
las comidas del desierto se sirven en dos platos diferentes
las computadoras se dejan en el escritorio de la habitación
las cuatro jirafas están de pie junto a un árbol
las damas bailando alegremente en la calle con un paraguas
las donas alegremente decoradas están en papel sobre una mesa
las donas en el plato se han comido a medias
las donas espolvoreadas se sientan en un tazón de glaseado
las donas están afuera para secarse con glaseado sobre ellas
las donas krispy creme están dispuestas en cajas de cartón
las donas van bajando lentamente por la línea de montaje
las dos cebras están comiendo la hierba en el campo
las dos cebras están juntas en el parche de tierra
las dos cebras están rodeadas por una manada de ciervos
las dos chicas se paran al lado de la cerca
las dos coronas estaban colgadas cada una sobre un fregadero
las dos estatuas muestran a jugadores de béisbol sosteniendo bates
las dos estatuillas y las campanas están debajo del reloj
las dos jirafas caminan una al lado de la otra
las dos jirafas están juntas mientras la cebra está sola
las dos jirafas están junto a las tres cebras afuera
las dos manzanas están rodeadas por un racimo de naranjas
las dos mujeres están en la playa con una niña
las dos mujeres están surfeando a través de las olas
las dos ovejas están de pie en la hierba alta
las dos personas están dormidas en el banco de madera
las dos personas se paran en la nieve con esquís
las dos personas sostienen un césped para cortar un pastel
las dos pizzas grandes tienen una rebanada tomada de cada
las dos señales muestran a la gente por dónde proceder
las dos vacas comen en la hierba en el campo
las dos vacas tienen un tinte rojizo en su piel
las escaleras conducen a las calles donde hay un autobús
las etapas iniciales de un hogar aún se están construyendo
las flechas muestran qué hacer con los tazones de comida
las flores amarillas florecientes están en el jarrón de cobre
las flores del jarrón de cristal transparente empiezan a marchitarse
las flores en un jarrón azul están sobre una mesa
las flores en varios jarrones están sentadas en el mostrador
las flores rosadas y amarillas están en un jarrón marrón
las flores se colocan en un jarrón con hojas grandes
las flores se colocan en un jarrón cubierto de conchas
las fotos muestran diferentes movimientos y técnicas en el tenis
las frutas están en los estantes de una pequeña tienda
las frutas están todas en un contenedor en la ventana
las frutas y verduras están en bolsas en el mostrador
las frutas y verduras están ordenadas en la encimera blanca
Las frutas y verduras se venden en un puesto improvisado
las galletas están dentro de un horno en la cocina
las hamburguesas fritas y la bebida están en la bandeja
las imágenes enmarcadas debajo de los lazos variados son antigüedades
las imágenes y los objetos se muestran en un escritorio
las jaulas están cubiertas con lonas blancas atadas a ellas
las jirafas caminan alrededor de un claro entre los árboles
las jirafas caminan en la hierba verde de su recinto
las jirafas caminan juntas a lo largo de una cerca
las jirafas caminan por las carreteras mientras pasan los autos
las jirafas pastan en arbustos bajos bajo un cielo nublado
las jirafas se alimentan de los árboles y la hierba
las jirafas se paran en el parque de animales salvajes
las jirafas se reúnen alrededor de una pila de troncos
las jirafas y las cebras están dentro del mismo recinto
las jirafas y otros animales se paran frente al edificio
las líneas son en blanco y negro y corren paralelas
las literas están hechas con la misma ropa de cama
las llamas están paradas en la ladera de una colina
las luces brillan en una mesa de comedor de madera
las maletas están esperando a ser recogidas en el mostrador
las manos camisa corbata roja y chaqueta de un hombre
las manzanas de varios colores están en cestas de madera
las manzanas rojas cerca de las naranjas tienen algo escrito
las manzanas rojas están en el suelo en la hierba
las manzanas se afilan y los huevos se exhiben afuera
las manzanas y las naranjas están ordenadas para la venta
las mesas de una habitación están cubiertas con manteles verdes
las mesas se colocan afuera en un patio para cenar
las montañas se pueden ver detrás del signo de chevron
las motocicletas se exhiben frente a los letreros de motocicletas
las motos están aparcadas una al lado de la otra
las muchas cometas grandes y coloridas vuelan por el aire
las muchas donas son todas de diferentes formas y tamaños
las mujeres están cortando y mirando postres en una mesa
las mujeres jóvenes están haciendo muecas sosteniendo sus teléfonos celulares
las mujeres se preparan para surfear en un día tormentoso
las muñecas se muestran en un rincón de una habitación
las naranjas cortadas por la mitad se agrupan todas juntas
las naranjas están todas sobre la mesa con un plátano
las naranjas frescas se cortan en la mesa de afuera
las naranjas se pelan y se abren mostrando el interior
las niñas se divierten posando en el baño en construcción
las notas de los presentadores se proyectan en la pantalla
las nubes flotan en el cielo azul sobre un edificio
las nubes se reflejan en las ventanas de los edificios
las nueve personas sonríen mientras se sientan a la mesa
las olas son altas ya que el hombre está surfeando
las ovejas abundantes están comiendo la hierba en la nieve
las ovejas caminan sobre la hierba cerca de un arroyo
las ovejas están confinadas en pequeños compartimentos en una granja
las ovejas están de pie y pastando en la hierba
las ovejas están pastando en la hierba en el campo
las ovejas están pastando en la ladera de la colina
las ovejas están pastando en un campo cubierto de nieve
las ovejas están pastando en un rebaño en el campo
las ovejas marrones están en un pasto cubierto de nieve
las ovejas pastan en un campo bajo un cielo azul
las ovejas pastan en un exuberante prado verde de montaña
las ovejas pastan tranquilamente en un campo cerca del agua
las ovejas pastando no notan el camión en el campo
las ovejas se separan en establos de dos en dos
las ovejas se suceden sobre el muro de bloques cortos
las palabras market street están escritas en un cartel blanco
las palomas intentan comer pedazos de pizza en el suelo
las palomas se reúnen para comer pizza en la acera
las paredes cerca del fregadero están cubiertas con fotos enmarcadas
las paredes fuera del baño pequeño tienen un tinte azul
las patas anaranjadas son llamativas en este pájaro marrón monótono
las peras y las manzanas se muestran en la cesta
las peras y las naranjas tienen suciedad y manchas marrones
las personas están de pie en una habitación jugando videojuegos
las personas están juntas jugando con los controladores de wii
las personas mayores están sentadas en un banco de madera
las personas que andan en bicicleta viajan por la carretera
las personas que usan chaquetas montan caballos en la playa
las personas vestidas con sombreros están junto a un banco
las personas y sus hijos se reúnen afuera para reunirse
las piernas de algunas personas sentadas en un muro bajo
las pizzas están en platos en una mesa de comedor
las pizzas se están cocinando en la parrilla pequeña afuera
las plantas pequeñas se han colocado en una maleta vieja
las puertas abiertas mirando hacia un metro desde la estación
las puertas de un vagón de metro están ligeramente abiertas
las puertas del refrigerador están abiertas en un cuarto oscuro
las rayas de la cebra casi desaparecen en sus patas
las rosas blancas están en un jarrón de cristal transparente
las señales de tráfico electrónicas se encienden durante el amanecer
las señales de tráfico ensucian el lado de una carretera
las señales de tráfico iluminadas muestran palabras sobre diferentes caminos
las señales indican todas las direcciones y apuntan hacia arriba
las señales le dicen claramente a los autos adónde ir
las señales son claramente visibles para que todos las veamos
las sillas vacías están cubiertas por sombrillas en la playa
las tenistas negras se dan la mano en la cancha
las tijeras de mango naranja están sobre una tela negra
las tres chicas tienen tablas de surf en la playa
las tres computadoras portátiles están sentadas juntas en la mesa
las tres jirafas están de pie junto a los árboles
las tres personas posan para una foto antes de esquiar
las tres personas son las únicas en el restaurante actualmente
las tumbonas esperan a que terminen los voladores de cometas
las vacas caminan por una calle cerca de las casas
las vacas con cuernos están sentadas en el campo abierto
las vacas están cruzando una carretera frente a las colinas
las vacas están de pie y pastando en tierra firme
las vacas están pastando en la hierba en el campo
las vacas están pastando en su pasto rodeadas de árboles
las vacas están pastando en un campo a la sombra
las vacas están pastando en un campo con un camino
las vacas están pastando en un pasto húmedo con pájaros
las vacas están sentadas y de pie en la hierba
las vacas intentan besar a las chicas en el brazo
las vacas marrones caminando por un sendero en el campo
las vacas marrones y negras están pastando en la hierba
las vacas pastan en las plantas mientras brilla el sol
las vacas pastan en un campo frente a un lago
las vacas pastan entre un río tranquilo y una granja
las vacas pastan junto al mar entre follaje y palmeras
las vacas se están acostando en un campo de hierba
las vacas se están acostando en un parche de hierba
las vacas se extienden y pastan en un pasto abierto
las vacas se juntan en un corral bajo la lluvia
las vacas se paran en el campo entre las colinas
las vacas se reúnen en la colina cubierta de hierba
las vacas y los ponis comen heno en el granero
las verduras se colocan en el papel con un libro
las verduras se muestran en los estantes de una tienda
las verduras y el pollo se cocinan en una sartén
las verduras yacían en el suelo después de ser arrancadas
las zanahorias en el plato se están marinando en cerveza
las zanahorias se cortan en trozos con un cuchillo grande
las zanahorias se sientan en una canasta cubierta de tierra
las zanahorias y la carne están dispuestas en un plato
las zapatillas se han alojado muchos kilómetros en el monopatín
lasaña con albóndigas y un trozo de pan al fondo
lavabo abierto y cabina de ducha en un baño compacto
locomotora en vías con el sello oficial en el costado
locomotora roja y negra más antigua con asistentes y espectadores
longboarders en alguna congregación para el deporte con ropa profesional
loro en el guante del propietario en la habitación oscura
loro guacamayo azul rascándose el pico junto al hombre calvo
los acantilados se elevan al borde de un lago plácido
los adolescentes están en un parque de patinetas con patinetas
los adolescentes están en una mesa con papeles y teléfonos
los adolescentes están sentados en sillas pequeñas mirando hacia adelante
los adolescentes se reúnen alrededor de un videojuego de wii
los alimentos se están poniendo en los tarros de albañil
los amigos están en la playa a una hora temprana
los amigos están jugando juntos en una sala de estar
los amigos están parados alrededor de una mesa de cocina
los ángeles azules muestran sus trucos en un espectáculo aéreo
los animales caminan juntos por un área cubierta de hierba
los animales de peluche cuelgan de un puente de metal
los animales están pastando por todas partes en el pasto
los animales no son conscientes del letrero en la cerca
los animales pastan en la hierba en el pasto verde
los animales salvajes están pastando en el escaso bosque desnudo
los animales y sus entrenadores realizan trucos en el escenario
los artistas están en el circo haciendo trucos con caballos
los autobuses conducen por una calle frente a un edificio
los autobuses de tránsito están estacionados en ordenadas filas diagonales
los autobuses estacionados tienen una torre reflejada en la ventana
los autobuses están estacionados por una gran estructura de edificio
los autobuses están parados y esperando que la gente aborde
los autobuses turísticos están estacionados en un parque de diversiones
Los autobuses urbanos en una calle con su motor mostrando
los autobuses urbanos están estacionados en la estación de autobuses
los autobuses urbanos se tiran al costado de la carretera
los autos conducen por una calle al lado del océano
los autos están estacionados en el lote de una gasolinera
los autos están estacionados en la calle frente al edificio
los autos se detuvieron en la señal roja de alto
los autos siguen a un camión por una calle residencial
los aviones jumbo están estacionados en la pista del aeropuerto
los aviones vuelan en formación av en un cielo azul
los aviones vuelan juntos en una línea en el aire
los azulejos del baño son excéntricamente elegantemente deformados y desiguales
los bancos están cerca de un camino y el agua
los bancos rodean un estanque en un parque en otoño
los barcos cubiertos están en el agua por la orilla
los barcos están alineados en el muelle en el agua
los barcos están alineados en un puerto por la noche
los barcos están atracado en un lago por un camino
los barcos están en el agua para una noche tranquila
los barcos están estacionados en el muelle bajo la luna
los barcos se sientan estacionarios en medio de un canal
los barcos viajan río abajo en medio de la ciudad
los bocadillos y el vino se muestran en la mesa
los buenos amigos siempre dan consuelo a sus mejores amigos
los bushels de plátanos en exhibición son de color púrpura
los buzones nevados se sientan al costado de la carretera
los caballos beben agua del estanque en un pasto exuberante
los caballos beben agua del suelo cerca de un río
los caballos beben y pastan el campo y el agua
los caballos deambulan por un campo junto a un pueblo
los caballos están parados detrás de una cerca de alambre
los caballos están pastando en la hierba en un campo
los caballos marrones cortos tienen colas tupidas largas y negras
los cables de la computadora y sus periféricos están revueltos
los camiones están estacionados fuera de un edificio de mercado
los carneros caminan por el borde de una montaña rocosa
los carneros están sentados en las rocas y cantos rodados
los carneros pastan en un campo junto a grandes rocas
los carritos de comida nocturnos están abiertos para los negocios
los carteles bloquean una calle para una exhibición de arte
Los champiñones se utilizan en una gran variedad de platos
los chicos están acampando en el patio de una casa
los chicos están jugando a la pelota en el campo
los coches esperan en una intersección en un día soleado
los coches están esperando en el semáforo de la calle
los coches están parados en el semáforo de la carretera
los coches están parados en un semáforo en una carretera
los coches pasan junto a un autobús en una calle
los coches se detienen en el semáforo de una intersección
los coches se detienen en un semáforo de la capital
los coches y un autobús están estacionados en un estacionamiento
los coches y un autobús se detienen en una intersección
los cocineros se reúnen preparando una comida en la cocina
los coloridos trenes rojos y grises están en las vías
los corderos caminan muy juntos en una colina de tierra
los cuatro panecillos horneados se han cubierto con azúcar moreno
los cuatro urinarios están montados en la pared de ladrillo
los dedos evitan que un bocadillo de albóndigas se deshaga
los diferentes tipos de comida están sentados en el plato
los donuts con glaseado se apilan alto en platos cuadrados
los donuts cubiertos de azúcar se amontonan en una pila
los donuts están cubiertos con glaseado de chocolate y crema
los donuts se mantienen frescos en el recipiente de vidrio
los donuts variados están dispuestos en una pantalla de vidrio
los dos adolescentes están jugando videojuegos en el centro recreativo
los dos aviones vuelan hacia la rueda de la fortuna
los dos camiones grandes están pintados de verde y amarillo
los dos chicos están jugando nintendo wii en la televisión
los dos donuts han sido fritos en grasa no saludable
los dos gatos miran por la ventana a la ardilla
los dos hombres están cortando un pastel blanco y azul
los dos hombres están disfrutando el día en la playa
los dos hombres están en la ventana con un paraguas
los dos hombres están montando sus caballos en el camino
los dos hombres están montando sus motocicletas en el estacionamiento
los dos hombres vestidos de traje posan para una foto
los dos letreros de las calles tienen un color turquesa
los dos niños están jugando con una pelota de fútbol
los dos niños pequeños están sentados juntos a la mesa
los dos osos de peluche se muestran en la ventana
los dos pequeños aviones están en la pista del aeropuerto
los dos surfistas están preparados para enfrentarse a las olas
los dos vehículos militares verdes están estacionados en el campo
los elefantes bebés juguetones están al lado de la madre
los elefantes caminan en la hierba cerca de un estanque
los elefantes gemelos están parados juntos en la hierba alta
los elefantes se paran en una gran extensión de hierba
los escaladores hacen su camino hasta una empinada colina nevada
los espectadores ven a un tenista profesional servir la pelota
los esquiadores acuáticos realizan acrobacias mientras son arrastrados por botes
los esquiadores bajan las pistas en un día de nieve
los esquiadores competitivos esquían hacia adelante en una superficie plana
los esquiadores compiten en una carrera mientras la multitud observa
los esquiadores descienden una colina nevada cerca de un remonte
los esquiadores están de pie junto a una gran multitud
los esquiadores están esquiando junto a una carrera de obstáculos
los esquiadores se están preparando para golpear las laderas nevadas
los esquiadores se pararon en la cima de la montaña
los estantes están llenos de paquetes que tienen cintas rojas
los estudiantes en sus computadoras portátiles miran a un profesor
los excursionistas pasan un poste indicador en condiciones de nieve
los exploradores esperan pacientemente a que llamen a su vuelo
los frijoles se están derramando de un plato ya apilado
los frijoles y las verduras verdes están en una sartén
los gabinetes de la cocina combinan con el refrigerador verde
los grandes gatos adultos se sientan tranquilamente en un escritorio
los hombres a caballo se abren paso por la carretera
los hombres andan en bicicleta tiraron la ciudad sin camisa
los hombres caminan sobre las vías cerca de un tren
los hombres caminan y montan un elefante por la calle
los hombres en las bicicletas están todos vestidos de traje
los hombres están arreglando un semáforo que se ha volcado
los hombres están jugando al fútbol mientras una multitud mira
los hombres están jugando voleibol en la playa de arena
los hombres están parados en un autobús de la ciudad
los hombres están pescando con redes desde sus pequeños botes
los hombres están poniendo equipaje en orden para el avión
los hombres están recogiendo fruta en un puesto de frutas
los hombres están sentados con un animal de algún tipo
los hombres están sentados en el césped con una computadora
los hombres están sentados en una mesa con computadoras portátiles
los hombres están surfeando en sus tablas en el agua
los hombres están trabajando en la boca de incendios amarilla
los hombres grandes estan en el ring listos para luchar
los hombres hablan bajo la lluvia con el paraguas levantado
los hombres hablan entre ellos en el campo de rugby
los hombres juegan un juego vigoroso con un disco volador
los hombres se reúnen juntos en un espectáculo de motocicletas
los hombres sin camisa montan a caballo por el lago
los hombres trabajan en la canasta de un globo aerostático
los hombres uniformados están alrededor de un pastel de cumpleaños
los huéspedes esperan el transporte para salir de un hotel
los ingredientes para hacer sándwiches se muestran en un plato
los ingredientes para una bebida mezclada sentados en una licuadora
los invitados de la boda están reunidos en una casa
los jabalíes están estacionados en la orilla en la arena
los jinetes montan sus caballos en el camino de tierra
los jóvenes están de pie junto a un caballo marrón
los jóvenes están en patinetas por una pendiente de cemento
los jóvenes están jugando béisbol en un campo de béisbol
los jóvenes están jugando softball en un campo de tierra
los jóvenes juegan al fútbol en un campo de hierba
los jóvenes se toman un descanso de andar en patineta
los jugadores de béisbol están observando a otros dos participando
los jugadores de béisbol están parados en sus posiciones designadas
los jugadores de béisbol juegan un partido en un estadio
los jugadores de fútbol están luchando por una posesión apretada
los jugadores de fútbol opuestos se miran durante un partido
los jugadores de fútbol saltan por la pelota mientras juegan
los jugadores de pelota están jugando un partido de béisbol
los jugadores de rugby luchan por el control del balón
los jugadores de tenis juegan tenis mientras los fanáticos miran
los jugadores de un equipo se muestran en un volante
los jugadores juegan un partido de béisbol unos contra otros
los jugadores se ven envueltos en un juego muy intenso
los letreros de las calles están fuera de un edificio
los libros están apilados en el estante en el estante
los libros se colocan cuidadosamente en una pared de estanterías
los limones zanahorias y limones están cerca uno del otro
los limpiadores de calles están tomando un descanso del trabajo
los mangos naranjas de las tijeras sobresalen de un soporte
los manifestantes sostienen carteles junto a una calle muy transitada
los monitores de la computadora están llenos de información importante
los motociclistas estacionan sus motocicletas al costado de una calle
los motociclistas y una bicicleta están estacionados en un patio
los muchachos están parados jugando un videojuego con sus controladores
los muebles de la gran sala de estar parecen nuevos
los narcisos con pétalos blancos se sientan en un montón
los niños acarician vacas que están detrás de una puerta
los niños alcanzan una barrera corta para acariciar ovejas pequeñas
los niños cubren un parquímetro con una prenda tejida roja
los niños de las escuelas minoritarias miran las computadoras seguidas
los niños están aprendiendo a jugar tenis en la cancha
los niños están comiendo juntos en la fiesta de cumpleaños
los niños están esquiando en la nieve durante el invierno
los niños están jugando kick ball en un área cercada
los niños están parados afuera colgando cometas de un palo
los niños están sentados en un banco del parque rojo
los niños están sentados juntos en la mesa de madera
los niños están viendo dos jirafas cercadas en un recinto
los niños juegan al fútbol en un campo de hierba
los niños juegan béisbol juntos muy bien bajo el sol
los niños juegan con juguetes al sol en la playa
los niños juegan entre ellos en una sala de juegos
los niños miran en una habitación pequeña con muchas camas
los niños montan tablas de surf cerca de la orilla
los niños pequeños están en el agua aprendiendo a surfear
los niños pequeños están en el campo jugando al fútbol
los niños pequeños juegan al fútbol en un día soleado
los niños pequeños se están preparando para esquiar colina abajo
los niños se sientan en la calle pintando un divisor
los niños vuelan una cometa de colores en el parque
los ositos de peluche se disfrazan de pavo y calabaza
los osos corren por el suelo en un paisaje seco
los osos de peluche se plantean como si estuvieran comiendo
los osos están buscando un buen lugar para una guarida
los osos negros están juntos en las rocas comiendo afuera
los pajaritos en un próximo escondido debajo de un alero
los pájaros altos y flacos están parados en la hierba
los pájaros están parados en las espaldas de dos cebras
los pájaros están parados en una canasta sobre la mesa
los pájaros están posados en la parte superior del techo
los pájaros vuelan cerca del suelo donde pasta una oveja
los pájaros vuelan entre los árboles frente a una montaña
los paraguas se colocan en la hierba cerca del océano
los parasails se deslizan sobre el agua azul del lago
los pasajeros abordan un autobús público en una ciudad ocupada
los pasajeros del tren disfrutan de la vista al campo
los pasajeros están subiendo a un tren en la estación
los pasajeros ven un tren fluvial salir de una estación
los patinadores están probando sus trucos en la calle abandonada
los patinadores sostienen sus tablas mientras descansan en una pared
los patios de trenes no suelen ser lugares muy atractivos
los patos caminan por la hierba cerca de un estacionamiento
los patos están flotando en el agua en el parque
los patos están sentados en un borde rocoso del agua
los payasos se paran frente a una fila de elefantes
los peatones caminan por la acera junto a un edificio
los peatones pasean por la calle de una ciudad europea
los pequeños cuencos negros tienen pimientos y zanahorias en ellos
los perritos calientes se cocinan junto a contenedores de ingredientes
los perros calientes están en una parrilla llena de carbón
los perros calientes se están cocinando sobre un fuego afuera
los perros están royendo un objeto desconocido en las rocas
los perros están tirados en el sofá de la casa
los perros toman una siesta en una cama sin hacer
los pies de un snowboarder y varios esquiadores de nieve
los pies de una persona enyesados descansando en una cama
los pies de una persona están encima de una patineta
los plátanos cosechados todavía verdes se sientan en una pila
los plátanos del árbol no están listos para ser recogidos
los plátanos demasiado maduros se están desollando en una olla
